ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
478-07-8161|4131439692619282795|Sonia|Esparza|F|5047 Owens Circle|Chicago|IL|60622|41.9019|-87.6778|2680484|Systems analyst|1995-10-22|483781420407|adults_2550_female_urban.json
701-16-4304|2545011595931853|Karen|Gallagher|F|751 Adams Turnpike|Dearborn|MI|48126|42.3349|-83.1801|98153|Product manager|1997-05-17|358764629416|adults_2550_female_urban.json
587-39-4164|4621089748544|Stanley|Jackson|M|813 Rodriguez Rest Apt. 477|Atlanta|GA|30349|33.6053|-84.4813|900273|Community education officer|1988-08-13|474641510439|adults_2550_male_urban.json
487-30-0073|180062623924158|Brandon|Lamb|M|74971 Dana Meadows|Pleasanton|CA|94588|37.6873|-121.8957|71726|Futures trader|1997-10-11|137770831091|adults_2550_male_urban.json
760-97-4403|2695081648773972|Mandy|Logan|F|79385 Michael Springs Suite 470|Cincinnati|OH|45231|39.2418|-84.5437|795220|Health visitor|1986-12-02|419877401712|adults_2550_female_urban.json
463-12-7492|4715787293066|Abigail|Patrick|F|209 William Prairie|North Salt Lake|UT|84054|40.8446|-111.9191|16196|Pharmacist, hospital|1945-03-11|898541276834|adults_50up_female_urban.json
321-97-3797|4878870221244640|Ashley|Coleman|F|669 Morgan Inlet|Lowell|MA|01854|42.6493|-71.3355|106541|Risk manager|1997-09-26|829822140711|adults_2550_female_urban.json
489-36-1456|4454228974346|John|Hardin|M|17139 Williams Plaza Apt. 892|Napa|CA|94558|38.4549|-122.2564|94014|Broadcast presenter|1995-12-31|470019820908|adults_2550_male_urban.json
726-93-2120|3516567386805617|Alejandra|James|F|5626 Jamie Trail|Jericho|NY|11753|40.7881|-73.5331|12014|Surveyor, land/geomatics|1953-04-03|804100346173|adults_50up_female_urban.json
068-19-5016|6567737988900840|Michelle|Clark|F|515 Wheeler Turnpike Apt. 322|Perris|CA|92571|33.811|-117.218|106213|Bonds trader|1967-05-20|309961642942|adults_50up_female_urban.json
370-36-3195|4990325361443802|Gregory|Conway|M|277 Kathleen Circle Suite 665|Waco|NE|68460|40.9198|-97.4534|788|Banker|1981-05-14|946122626198|adults_2550_male_rural.json
845-84-4029|213182326680864|Jenna|Holt|F|71776 Roberts Loaf Apt. 035|Kissimmee|FL|34741|28.3051|-81.4242|228365|Paediatric nurse|1959-10-12|419574738775|adults_50up_female_urban.json
579-34-4474|6589550047962626|Jacob|Rice|M|1682 Castro Way Apt. 928|Burnham|ME|04922|44.6848|-69.38|1164|Broadcast engineer|1965-02-05|554064484837|adults_50up_male_rural.json
883-14-7996|4821565886802264|Darren|Kennedy|M|1136 Christopher Park|Pensacola|FL|32505|30.4481|-87.2589|254917|Producer, television/film/video|1980-04-19|199426537611|adults_2550_male_urban.json
006-13-8532|4784170870146|Jacob|Boyer|M|046 Gallegos Mountains Suite 552|San Jose|CA|95136|37.2685|-121.849|973849|Museum education officer|1988-03-10|479727963951|adults_2550_male_urban.json
406-33-1118|377099190798451|Makayla|Murray|F|818 Johnny Cape|Manassas|VA|20110|38.7492|-77.4878|137564|Administrator, charities/voluntary organisations|1982-11-03|363322306719|adults_2550_female_urban.json
800-27-9225|4532217841516617598|Jeffrey|Lopez|M|364 Heather Prairie|Brooklyn|NY|11230|40.6225|-73.965|2504700|Occupational hygienist|1997-08-05|204955390170|adults_2550_male_urban.json
654-78-8069|6503932727514211|Ryan|Murphy|M|168 Maldonado Keys Apt. 086|San Ysidro|CA|92173|32.5626|-117.043|29429|Editor, magazine features|1983-08-15|489785073931|adults_2550_male_urban.json
444-74-4414|4700018894757860|Carla|Hunter|F|163 Johnson Avenue|Glenrock|WY|82637|42.7803|-105.8719|4136|Teacher, secondary school|1961-12-08|449766033085|adults_50up_female_urban.json
563-55-9075|4044099975706187|Jaime|Gray|F|04378 Lauren Unions Suite 814|Bluefield|WV|24701|37.3327|-81.1601|20786|Bookseller|1932-04-04|21301708769|adults_50up_female_urban.json
712-71-3056|6525756907823942|Elizabeth|Atkinson|F|487 Joseph Island|Paradise|CA|95969|39.7555|-121.6069|27549|Programmer, applications|1972-05-02|77216624407|adults_50up_female_urban.json
631-91-8579|375394634315208|Samantha|Schneider|F|029 Mark Trail Suite 281|Montgomery|AL|36108|32.3417|-86.3529|214703|Nurse, mental health|1994-10-30|805114196846|adults_2550_female_urban.json
859-24-7290|3564100128344926|Amy|Tucker|F|08370 Matthew Fords|Hayward|CA|94541|37.674|-122.0894|177085|Research scientist (life sciences)|1959-02-25|685018460065|adults_50up_female_urban.json
721-69-5242|2720652844540644|Michael|Allison|M|6897 Jason Stream Apt. 848|Edgartown|MA|02539|41.3889|-70.5339|4067|Colour technologist|1984-08-11|358965894543|adults_2550_male_urban.json
020-02-1622|379354198932091|Kristin|Ray|F|5955 Jim Manor|Port Charlotte|FL|33954|27.0228|-82.1108|79008|Drilling engineer|1965-07-01|783431786721|adults_50up_female_urban.json
205-58-7423|2277899370387265|Brandi|Martinez|F|314 Hansen Mission|Bluefield|WV|24701|37.3327|-81.1601|20786|Trading standards officer|1936-10-28|512439933358|adults_50up_female_urban.json
615-85-3929|4726044909252283|Amanda|Richards|F|880 Matthew Freeway|Janesville|WI|53545|42.7355|-89.0405|72323|Mental health nurse|1955-04-14|271200914872|adults_50up_female_urban.json
567-37-7251|4244977872685653|Warren|Diaz|M|2843 Kevin Hill|Little Rock|AR|72227|34.7757|-92.3724|214454|Financial planner|1977-06-26|904745576517|adults_2550_male_urban.json
154-36-6859|4220394805331854378|Joshua|Lopez|M|259 Glover Place Apt. 852|Columbus|OH|43214|40.0535|-83.0188|783285|Chartered management accountant|1957-04-09|662695427180|adults_50up_male_urban.json
468-90-5471|36760244011430|Christopher|Williams|M|803 Martin Cove Suite 887|Panorama City|CA|91402|34.2262|-118.447|69817|Surveyor, land/geomatics|1971-11-25|327753621025|adults_50up_male_urban.json
766-45-0783|378286074852988|Jaime|Hammond|F|2283 Kyle Summit Apt. 081|Fredericksburg|VA|22405|38.3365|-77.4366|156008|Psychologist, sport and exercise|1986-08-15|541846363622|adults_2550_female_urban.json
684-45-2221|349425962374111|Michael|Guerra|M|39511 Wells Mills|Bush|LA|70431|30.6134|-89.9557|5366|Games developer|1964-06-23|734057210449|adults_50up_male_urban.json
508-56-2890|4021544238993475|Erin|Nelson|F|4027 Noah Crossroad|Buchanan|MI|49107|41.8327|-86.3708|10382|Advertising art director|1978-07-21|874457750361|adults_2550_female_urban.json
169-57-5518|2288955230451423|Elizabeth|Armstrong|F|1099 Nelson Course|Bedford|MA|01730|42.4843|-71.2768|13221|Diplomatic Services operational officer|1965-10-19|645347581764|adults_50up_female_urban.json
398-69-8793|4911129197426940|Brian|Jones|M|2346 Smith Pike|Carter Lake|IA|51510|41.2925|-95.9141|3785|Accounting technician|1980-06-03|32504558887|adults_2550_male_urban.json
869-13-8107|2671803631347920|Ashley|Phelps|F|28717 William Loaf|Joplin|MO|64804|37.0465|-94.5103|72274|Analytical chemist|1949-12-26|518470951845|adults_50up_female_urban.json
282-69-8590|2283201073558312|Steven|Johnson|M|28891 Campos Hills|Aurora|CO|80014|39.6662|-104.835|389246|Animator|1975-11-30|628146815044|adults_2550_male_urban.json
247-96-6776|348829031186094|Amy|Pearson|F|6650 Sullivan Divide Suite 555|Fresno|CA|93726|36.7949|-119.7604|570271|Engineer, chemical|1976-10-14|977180519360|adults_2550_female_urban.json
699-07-0594|4985658513797275455|Joseph|Miller|M|23459 Todd Trail|Montgomery|MN|56069|44.4356|-93.581|4467|Operational investment banker|1998-12-22|939159823366|adults_2550_male_urban.json
176-86-1708|6585557605878916|Jesse|Lewis|M|96408 Cody Harbors|Kaneohe|HI|96744|21.4228|-157.8115|54247|Teacher, primary school|1958-05-19|718846660178|adults_50up_male_urban.json
786-84-0610|6559963188718796|Tyler|Dixon|M|51960 Hunter Circle|Spring Lake|NC|28390|35.183|-78.9786|19942|Learning mentor|1989-03-10|742472395373|adults_2550_male_urban.json
342-46-8265|2267912251575387|Andrew|Richards|M|849 Kendra Pines Apt. 041|Bridgeville|PA|15017|40.3472|-80.1153|16213|Clinical embryologist|1995-07-25|845959096936|adults_2550_male_urban.json
614-60-9980|4936258404093374|Daniel|Phelps|M|0808 Amanda Falls|Wallkill|NY|12589|41.616|-74.1439|17228|Engineer, drilling|1957-07-30|612187598664|adults_50up_male_urban.json
413-99-5407|6554862026369587|Amanda|Smith|F|916 Arnold Squares Suite 165|Westminster|MD|21158|39.607|-77.0294|57154|Commercial art gallery manager|1974-07-18|472800250954|adults_50up_female_urban.json
201-80-3302|2717330868939779|Jeremy|Williams|M|1995 Breanna Freeway|Calabasas|CA|91302|34.1419|-118.6641|25709|Aid worker|1982-07-10|946684720585|adults_2550_male_urban.json
374-54-4864|3597414518736513|Russell|Shields|M|3459 Alexander Station Apt. 348|Pevely|MO|63070|38.2799|-90.4111|7438|Designer, blown glass/stained glass|1998-08-28|189215068436|adults_2550_male_urban.json
432-28-3237|213128028735399|Dawn|Garcia|F|1784 Boyd Walks|Valdosta|GA|31601|30.7539|-83.3321|94325|Lobbyist|1978-07-15|423270779525|adults_2550_female_urban.json
182-72-5369|30433116478964|Tiffany|Brown|F|607 Mann Freeway|Cleveland|OH|44130|41.3826|-81.7964|769341|Technical brewer|1985-02-10|642279090056|adults_2550_female_urban.json
894-69-0615|3575043315999887|Richard|Smith|M|81593 Katie Lane Apt. 011|Gilbert|AZ|85298|33.2522|-111.7022|211167|Paediatric nurse|1960-03-28|7482647115|adults_50up_male_urban.json
287-11-6297|6011357631197926|Michelle|Hickman|F|60887 Ward Garden|Malvern|AR|72104|34.3557|-92.8292|23354|Location manager|1965-01-20|571587865514|adults_50up_female_urban.json
567-55-3511|180084772679508|Claudia|Huynh|F|533 Luis Park|Santa Ana|CA|92706|33.7691|-117.8855|348131|Loss adjuster, chartered|1967-04-28|732205618133|adults_50up_female_urban.json
779-70-8917|36970422024457|Matthew|Salazar|M|370 Stephanie Grove|Cleveland|OH|44134|41.3853|-81.7044|769341|Airline pilot|1953-08-09|941080694010|adults_50up_male_urban.json
495-74-8823|30592868671496|Angela|Reynolds|F|015 Garcia Cliffs Apt. 842|Terry|MS|39170|32.1147|-90.3241|9407|Media buyer|2001-04-14|204565306396|young_adults_female_urban.json
285-03-5158|2595892191759528|Tamara|Campbell|F|09759 Paula Mills Suite 664|Roselle|NJ|07203|40.653|-74.261|21085|Applications developer|2005-06-05|485554446698|young_adults_female_urban.json
032-27-2740|3558572828597128|Ashley|Harrison|F|0486 Kelly Ridges Suite 509|Lubbock|TX|79415|33.6021|-101.876|254282|Horticultural therapist|1973-06-05|765068538276|adults_50up_female_urban.json
395-89-9487|4776797717593003|Janet|Fields|F|944 Wood Vista Apt. 703|Columbia|SC|29204|34.026|-81.0046|333497|Biochemist, clinical|1994-09-07|426071559831|adults_2550_female_urban.json
523-63-3653|4158430131344|William|Woods|M|27499 Mark Hollow Apt. 439|Hattiesburg|MS|39402|31.3098|-89.3775|82617|Scientist, research (physical sciences)|1943-06-03|300093054049|adults_50up_male_urban.json
120-04-4998|4744880192763785|Jeanette|Wu|F|0994 Joseph Springs|Schererville|IN|46375|41.4922|-87.4605|23820|Building control surveyor|1997-08-24|387860134377|adults_2550_female_urban.json
848-75-9337|3543004063886980|Valerie|Alexander|F|86561 Smith Throughway Apt. 544|Sanger|CA|93657|36.7243|-119.5478|34999|Agricultural consultant|1995-03-09|896834830050|adults_2550_female_urban.json
887-04-0338|342589748697124|Angel|Butler|F|7739 Merritt Fords|Chicago|IL|60641|41.9453|-87.7474|2680484|Futures trader|1939-10-08|202227445094|adults_50up_female_urban.json
456-07-8524|4457307110252961|Greg|Lambert|M|34172 Michael Glens Suite 578|San Antonio|TX|78258|29.6562|-98.4967|1595797|Government social research officer|1970-06-21|431155841467|adults_50up_male_urban.json
148-57-1688|4240132653732|William|Perez|M|503 Vance Falls Apt. 355|Edmond|OK|73034|35.6665|-97.4798|116001|Garment/textile technologist|1964-11-16|672699147413|adults_50up_male_urban.json
189-06-8409|6550193344365915|Paul|Robinson|M|3956 Gillespie Groves Apt. 370|Charlotte|NC|28206|35.2522|-80.8265|790689|Health and safety adviser|2001-06-06|552948632130|young_adults_male_urban.json
379-13-3121|2248436611358882|Donald|Snyder|M|502 Mckenzie Skyway Apt. 011|Appomattox|VA|24522|37.353|-78.8224|9213|Buyer, retail|1955-07-13|113973484562|adults_50up_male_urban.json
343-04-5932|4893082107910879|Victoria|Snyder|F|745 Sanchez Mountains|Wilmington|NC|28409|34.1663|-77.8723|186140|Field trials officer|1967-06-13|182299958748|adults_50up_female_urban.json
246-08-0602|3506338616022270|Phyllis|Wade|F|8277 Mckenzie Trace|Virginia Beach|VA|23452|36.8348|-76.0961|437994|Market researcher|2001-09-29|28755315124|young_adults_female_urban.json
082-91-9108|4551213830837|Courtney|Small|F|6226 Thomas Branch|Summerfield|FL|34491|29.0112|-82.0325|27454|Analytical chemist|1946-05-15|767755909568|adults_50up_female_urban.json
841-62-4573|4914473833367077|Jeffery|Gross|M|995 Smith Dam|New Tazewell|TN|37825|36.4245|-83.6469|8399|Insurance broker|2002-08-03|699927944300|young_adults_male_urban.json
011-72-4835|38100275789869|Tammy|Olson|F|116 Harvey Crossroad Suite 838|Covington|TN|38019|35.5598|-89.6501|15601|Teacher, adult education|1978-08-17|959650175685|adults_2550_female_urban.json
341-25-6466|4630728727573186|Sharon|Leonard|F|13386 Shane Estate|Saint Louis|MO|63105|38.6459|-90.3264|927396|Ranger/warden|1948-11-26|965232101321|adults_50up_female_urban.json
163-22-2218|374639639266918|Lindsay|Hughes|F|30241 Juarez River Suite 496|Loveland|CO|80538|40.4262|-105.09|82751|Proofreader|1988-09-09|647207351084|adults_2550_female_urban.json
548-85-5101|30167569485643|Marie|Hoffman|F|889 Andrea Islands|Lubbock|TX|79410|33.5693|-101.8904|254282|Investment banker, operational|1949-10-06|730368416001|adults_50up_female_urban.json
763-38-0967|4562640859554|Ann|Molina|F|2281 Rollins Street Suite 960|Albany|NY|12205|42.7198|-73.8207|151022|Journalist, broadcasting|1974-11-28|421505540346|adults_2550_female_urban.json
082-54-9689|38819767314817|Christopher|Clarke|M|0502 Randy Junction Apt. 572|Roanoke|VA|24018|37.2503|-80.0525|165571|Agricultural consultant|2004-03-27|275649841588|young_adults_male_urban.json
692-15-0448|346263963856908|Heidi|Lewis|F|6654 Brenda Center|Chicago|IL|60629|41.7781|-87.7069|2680484|Clinical embryologist|1953-01-04|712050399785|adults_50up_female_urban.json
491-07-7756|213111764399604|Jennifer|Kelly|F|5071 Christina Shoals Apt. 588|Frederick|MD|21703|39.3647|-77.4636|120323|Publishing copy|2004-09-03|266748222840|young_adults_female_urban.json
667-23-8419|30542890056745|Andrea|Stone|F|943 Mark Harbors|Mission|TX|78572|26.2644|-98.3909|167182|Geoscientist|1981-08-23|225657937664|adults_2550_female_urban.json
067-61-3114|3508657879704151|John|Shah|M|21596 Berger Plain Apt. 927|Newport|RI|02840|41.4876|-71.3271|24727|Engineer, mining|1967-04-04|691709579000|adults_50up_male_urban.json
256-95-3926|30073485675848|Victoria|Santos|F|097 Garza Forges|Norwalk|OH|44857|41.2403|-82.6078|23805|Prison officer|2005-06-07|491110093255|young_adults_female_urban.json
160-63-0939|3553166504344841|James|Barber|M|177 Rick Freeway|Dousman|WI|53118|42.9851|-88.4568|7202|Banker|1966-03-24|859781329667|adults_50up_male_urban.json
523-20-9384|213132027257520|Catherine|Mayer|F|4831 Blackwell Extensions Apt. 930|Pewaukee|WI|53072|43.0788|-88.2729|23907|Clinical molecular geneticist|2002-07-24|537282549472|young_adults_female_urban.json
393-69-5929|2265085491248669|Justin|Brown|M|56314 Steven Brook|Chula Vista|CA|91910|32.6371|-117.0676|239879|Civil engineer, contracting|1988-05-27|237542716442|adults_2550_male_urban.json
607-21-0237|3546358521101797|Michael|Hodge|M|7057 Leach Drive|Saint Joseph|MN|56374|45.5651|-94.3367|9868|Wellsite geologist|1967-06-12|410037284216|adults_50up_male_urban.json
225-28-5428|6573294601288452|Cody|Potter|M|933 Jimenez Falls Suite 970|Newton|NJ|07860|41.0695|-74.8069|26288|Public relations account executive|1947-07-07|910466216151|adults_50up_male_urban.json
187-59-0173|180033381697500|Jerome|Perez|M|558 Cristina Ville Suite 466|Lawrence|KS|66047|38.9407|-95.2779|94117|Local government officer|1973-03-15|162833005144|adults_50up_male_urban.json
533-73-7536|343968860102569|Michael|Grimes|M|976 Schroeder Haven|Carnation|WA|98014|47.638|-121.9111|6765|Politician's assistant|1982-09-23|977177056402|adults_2550_male_urban.json
548-79-6468|4277540555083487|Donald|Clark|M|995 Campbell Green|Allentown|PA|18102|40.6068|-75.4781|166081|Radiation protection practitioner|1973-07-16|912962618544|adults_50up_male_urban.json
545-93-9804|30092689812114|Miguel|Stewart|M|39295 Mcdaniel Summit Suite 509|Latrobe|PA|15650|40.2926|-79.4103|28432|Location manager|1964-04-05|711505303962|adults_50up_male_urban.json
327-51-3486|676100003810|Allison|Vance|F|26009 Brian Cliffs Apt. 807|North Easton|MA|02356|42.059|-71.1123|13924|Curator|1977-06-15|779941720989|adults_2550_female_urban.json
702-98-4974|4746226964076386|James|Soto|M|45554 Smith Bypass Suite 805|Gilbert|AZ|85234|33.3527|-111.7809|211167|Insurance risk surveyor|1952-10-06|485351091200|adults_50up_male_urban.json
173-76-8565|3590117621588732|Bradley|Flores|M|331 Taylor Lakes|Abilene|TX|79606|32.392|-99.7746|124196|Doctor, general practice|2002-11-01|784606680500|young_adults_male_urban.json
202-98-2976|4812749939190015|Tony|Anderson|M|17234 Long Parks Suite 952|Staten Island|NY|10308|40.5518|-74.1526|468730|Occupational therapist|2001-01-08|912894345152|young_adults_male_urban.json
895-06-8717|4815423829196980|Kimberly|Lyons|F|817 Debra Crescent|Orlando|FL|32822|28.4944|-81.2902|878243|Minerals surveyor|1990-01-07|127152908725|adults_2550_female_urban.json
740-60-7337|639074434783|Thomas|Thomas|M|389 Justin Lakes Apt. 564|Marengo|IA|52301|41.7863|-92.072|3873|Designer, jewellery|2005-07-19|146099208735|young_adults_male_urban.json
275-54-4992|4952529242090429|Mary|Bailey|F|29913 Lin Camp Suite 722|Davison|MI|48423|43.0348|-83.5268|32708|Haematologist|1969-07-08|117039961903|adults_50up_female_urban.json
779-52-3629|4788459305062|Logan|Chapman|M|8525 Choi Groves Apt. 598|Sheridan|OR|97378|45.0897|-123.4003|8882|Psychotherapist, child|1945-07-06|289556641519|adults_50up_male_urban.json
779-06-6468|3546901644237012|Randy|Wong|M|5105 Vanessa Oval|Liberty|MO|64068|39.2989|-94.4363|36280|Land/geomatics surveyor|1994-08-30|566316185400|adults_2550_male_urban.json
086-84-2502|4876626909112|Shawn|Lam|M|36253 Warren Forest|Jamestown|CA|95327|37.8906|-120.4717|9806|Animator|1977-11-03|497685165051|adults_2550_male_urban.json
123-81-3454|4688978033231646|Laura|Rogers|F|9170 Dunn Bridge Apt. 071|Harrison|TN|37341|35.1679|-85.0945|12085|Horticultural therapist|1984-01-25|961539320454|adults_2550_female_urban.json
042-15-0596|3587244111397302|Susan|Eaton|F|05196 Kimberly Street|Redlands|CA|92374|34.065|-117.1672|73690|Pilot, airline|1974-03-22|643202184505|adults_50up_female_urban.json
887-15-0155|36432631424382|Brenda|Hernandez|F|95153 Davis Tunnel Apt. 409|Lexington|KY|40503|38.001|-84.5282|296965|Quarry manager|1973-07-30|203208959373|adults_50up_female_urban.json
405-04-6505|6543113096377405|Patricia|Sims|F|422 Anderson Camp|Piscataway|NJ|08854|40.5515|-74.459|55961|Insurance risk surveyor|1988-07-25|222415757946|adults_2550_female_urban.json
725-02-0095|6011305047827735|Elizabeth|Reed|F|465 Jenny Orchard|Minneapolis|MN|55449|45.1697|-93.1889|1022298|Insurance underwriter|1999-12-13|659788796051|young_adults_female_urban.json
530-32-5544|3599177376606254|Linda|Norman|F|45744 Mary Keys Apt. 966|Parkville|MD|21234|39.3876|-76.5418|69752|Amenity horticulturist|1960-10-17|856961634914|adults_50up_female_urban.json
046-40-8365|3501851496873682|Sandra|Doyle|F|6189 Julie Freeway Suite 931|Chicago|IL|60638|41.7814|-87.7705|2680484|Museum/gallery exhibitions officer|1942-12-09|519150272273|adults_50up_female_urban.json
332-90-0497|4109388829563791|Taylor|Perez|F|8988 Sarah Prairie Suite 223|Hannibal|MO|63401|39.7064|-91.3839|22067|Chief of Staff|1955-07-18|142865528389|adults_50up_female_urban.json
102-85-2910|344044440721119|Toni|Flores|F|7956 David Ridge Apt. 530|Atlanta|GA|30345|33.8513|-84.287|900273|Building services engineer|2002-07-03|238723348453|young_adults_female_urban.json
222-28-9491|375778977612769|Heather|Giles|F|924 Adrian Unions Suite 900|Chicago|IL|60608|41.8515|-87.6694|2680484|Glass blower/designer|1998-09-09|563005249516|adults_2550_female_urban.json
818-81-3948|6520666102011745|Holly|Nunez|F|7731 Daniel Stream|Fullerton|CA|92831|33.8873|-117.8946|134733|Airline pilot|1980-04-21|57578287167|adults_2550_female_urban.json
237-01-8703|373706124555195|Jacob|Brown|M|26650 David Roads|Waycross|GA|31501|31.2243|-82.3596|36692|Astronomer|1990-02-05|690694095451|adults_2550_male_urban.json
364-54-9323|3590457884714355|Benjamin|Smith|M|515 Julia Inlet Apt. 656|Bayonne|NJ|07002|40.6664|-74.1192|63031|Risk manager|1982-06-13|406837731268|adults_2550_male_urban.json
562-98-6367|3544302789117451|Sharon|Rodriguez|F|20540 Romero Trail Suite 576|Albany|OR|97322|44.626|-123.057|58967|Solicitor|1995-07-13|975523831738|adults_2550_female_urban.json
314-09-3664|3514607781843938|Lisa|Richardson|F|847 Camacho Alley Suite 476|Ione|CA|95640|38.3324|-120.9418|11353|Research scientist (life sciences)|2005-09-10|881603075206|young_adults_female_urban.json
668-44-3503|2248678236278421|Mark|Nicholson|M|51717 Olson Shoal Apt. 228|Chicago|IL|60613|41.9543|-87.6575|2680484|Engineer, automotive|1988-01-28|122119460774|adults_2550_male_urban.json
534-15-5055|4028734036275620|Kent|Hernandez|M|93267 Padilla Union Apt. 082|Bridgeport|CT|06606|41.2091|-73.2086|144195|Pharmacologist|1972-09-19|891967915893|adults_50up_male_urban.json
496-45-9735|213173116012400|Paige|Simmons|F|0827 Michael Station|New Market|MD|21774|39.4096|-77.2759|11662|Producer, radio|1966-11-11|393909889535|adults_50up_female_urban.json
537-36-9566|180055281093191|Lindsey|Perez|F|55231 John Isle Suite 268|El Centro|CA|92243|32.7893|-115.5665|48030|Logistics and distribution manager|1997-09-26|253484314512|adults_2550_female_urban.json
336-81-0146|4860101632900042194|Laurie|Herrera|F|607 James Falls|Brooklyn|NY|11213|40.67|-73.9366|2504700|Mental health nurse|1966-04-22|766304604308|adults_50up_female_urban.json
074-34-2493|630421402490|Kevin|Holmes|M|421 Wilcox Crescent|Birmingham|AL|35209|33.4653|-86.8082|493806|Commissioning editor|1947-05-04|138815601416|adults_50up_male_urban.json
202-16-3007|180015277655924|Tiffany|Ward|F|2547 Duncan Mountains|Kennesaw|GA|30144|34.0287|-84.6047|92645|Neurosurgeon|2002-02-24|327161023413|young_adults_female_urban.json
182-77-8908|3518752882817021|Susan|Anderson|F|522 Colon Fork Apt. 672|West Palm Beach|FL|33418|26.8607|-80.1669|459921|Associate Professor|1957-09-12|251466084371|adults_50up_female_urban.json
568-67-8487|4108622659194066948|Brandy|Snow|F|6297 Watson Forks Apt. 841|Huntington|AR|72940|35.0963|-94.3313|2515|TEFL teacher|1972-08-03|479722247842|adults_50up_female_urban.json
117-78-8370|345538846975384|Edward|Fritz|M|9276 Bender Crossing Apt. 176|Tinley Park|IL|60487|41.5636|-87.8342|65089|Community development worker|1981-08-22|364375805408|adults_2550_male_urban.json
711-65-6843|344870872840104|Zachary|Mcdonald|M|5405 Williams Expressway Apt. 187|Miami|FL|33186|25.6694|-80.4085|1737737|Engineer, maintenance|2006-04-18|979909448133|young_adults_male_urban.json
840-43-6515|349053805346508|Theresa|Knox|F|0307 Jacqueline Cape|Peoria|AZ|85382|33.6308|-112.2072|158093|Surveyor, building|1952-04-27|882618234724|adults_50up_female_urban.json
347-83-4488|3534898376389561|Anthony|Carr|M|365 Mahoney Mill Suite 601|Langhorne|PA|19047|40.1813|-74.9104|35056|Chartered accountant|2003-04-16|37114260174|young_adults_male_urban.json
274-25-9551|502063587518|David|Smith|M|53009 Skinner Roads|Grand Rapids|MI|49534|43.0141|-85.7543|375580|Scientist, biomedical|1987-01-13|311997900048|adults_2550_male_urban.json
247-83-4377|4954017749503544923|Emily|Jefferson|F|8135 Rodriguez Falls|Bellbrook|OH|45305|39.6402|-84.0824|10712|Patent examiner|1965-05-07|729227700262|adults_50up_female_urban.json
008-04-9186|3587559868066648|Christina|Henderson|F|750 Thomas Plains|Torrington|CT|06790|41.8131|-73.1156|36482|Print production planner|1971-05-20|917582643207|adults_50up_female_urban.json
884-50-2680|2704817745584898|Bryan|Barnes|M|3474 Jacob Cliffs|Whittier|CA|90602|33.9693|-118.0337|189948|TEFL teacher|1981-07-25|75600480188|adults_2550_male_urban.json
202-13-5877|676397071025|Margaret|Duran|F|9250 Miller Forks|Miami|FL|33142|25.813|-80.232|1737737|Adult nurse|1938-10-26|932999140994|adults_50up_female_urban.json
425-23-8990|3589993284007829|Jason|Ortega|M|32419 Brian Center|Livermore|CA|94550|37.683|-121.763|83763|Editor, film/video|2004-05-07|936853455596|young_adults_male_urban.json
602-89-1594|6011345342105585|Melissa|Beltran|F|98310 Brian Spur|Winston Salem|NC|27103|36.0671|-80.3025|250944|Marketing executive|1931-09-28|855338768413|adults_50up_female_urban.json
021-26-4136|4844043807554055586|James|Torres|M|64650 Martin Squares Apt. 134|Long Pond|PA|18334|41.0677|-75.4482|4156|Clinical cytogeneticist|1970-05-24|110004371063|adults_50up_male_urban.json
446-20-9211|180048357531483|Randall|Murillo|M|102 Anderson Route|Baltimore|MD|21211|39.3316|-76.6336|635495|Event organiser|1940-04-18|155511806272|adults_50up_male_urban.json
864-53-1357|3500207906473954|Micheal|Johnson|M|744 Jessica Mountain|Glendale|AZ|85306|33.6239|-112.1776|280389|Architectural technologist|1966-01-15|514396745792|adults_50up_male_urban.json
738-31-0387|3566629819978830|Gregory|Bowman|M|41765 John Brook Apt. 919|West Grove|PA|19390|39.8253|-75.8374|13425|Engineer, structural|1964-05-02|382343603786|adults_50up_male_urban.json
124-20-7629|2720810984465242|Madeline|Rice|F|5234 Brian Canyon|Hooper|UT|84315|41.1668|-112.1364|7581|Musician|1954-12-11|244275743218|adults_50up_female_urban.json
357-94-2373|3569103524154472|Lisa|Bush|F|185 Danny Brooks Apt. 892|Sheridan|WY|82801|44.7849|-106.9648|24558|Chief Technology Officer|1944-05-01|77078716471|adults_50up_female_urban.json
200-35-8105|502065418381|Denise|Salazar|F|631 Alvarado Rue|Arlington|MA|02476|42.4162|-71.1752|42844|Chartered management accountant|1933-12-18|522130701338|adults_50up_female_urban.json
011-15-4994|4110949899056797|Stephanie|Melendez|F|649 Tyrone Loaf Apt. 840|Easton|PA|18045|40.6957|-75.2865|83703|Geoscientist|2005-05-26|709468315259|young_adults_female_urban.json
836-12-6843|3534016633139337|Patricia|Lee|F|9844 Nathan Overpass|Fresno|CA|93711|36.8303|-119.8319|570271|Insurance account manager|1981-05-17|294850016107|adults_2550_female_urban.json
349-26-1979|4175916489704641|Nicholas|Chung|M|49133 Williams Roads|Detroit|MI|48206|42.3749|-83.1087|673342|Geologist, wellsite|1971-12-01|935832678878|adults_50up_male_urban.json
406-18-1804|6011157761574351|Erin|Rodriguez|F|4930 Tanya Lights|Perkasie|PA|18944|40.3765|-75.2648|24479|Wellsite geologist|1964-08-22|312166034117|adults_50up_female_urban.json
